id,sku,name,description,price,stock,category_id,is_active,tag,brand,product_img,product_img1,product_img2
20,BEV010,Energy Drink - Berry Blast,12-pack of 250ml energy drinks with natural caffeine and berry flavor.,127.99,30,6,True,Featured,PowerUp,photos/2025/11/03/energydrink.png,photos/2025/11/03/energydrink1.png,photos/2025/11/03/energydrink2.png
21,STA001,Premium Notebook - Hardcover,"A5-sized hardcover notebook with 120 pages of 100gsm paper. Lined pages, elastic closure.",100.00,40,7,True,Featured,WriteWell,photos/2025/11/03/premiumnotebook1.png,photos/2025/11/03/premiumnotebook2.png,photos/2025/11/03/premiumnotebook.png
22,STA002,Gel Pen Set - 12 Colors,Set of 12 smooth-writing gel pens with 0.5mm tips. Includes vibrant and pastel shades.,71.99,60,7,True,Sale,ColorPop,photos/2025/11/03/gelpenset.png,photos/2025/11/03/gelpenset2.png,photos/2025/11/03/gelpenset1.png
23,STA003,Sticky Notes Variety Pack,Pack of 6 sticky note pads in various sizes and colors. Strong adhesive.,42.00,75,7,True,Classic,NoteIt,photos/2025/11/03/stickynotes2.png,photos/2025/11/03/stickynotes.png,photos/2025/11/03/stickynotes1.png
25,STA005,Mechanical Pencil Set,"Set of 3 mechanical pencils (0.5mm, 0.7mm, 0.9mm) with 3 tubes of lead and erasers.",60.00,50,7,True,Classic,PreciseWrite,photos/2025/11/03/mechanicalpencilset.png,photos/2025/11/03/mechanicalpencil1.png,photos/2025/11/03/mechanicalpencil2.png
26,STA006,Scissors - 8-inch,"8-inch stainless steel scissors with ergonomic handles. Sharp, durable blades.",55.99,45,7,True,New,CutRight,photos/2025/11/03/scissors.png,photos/2025/11/03/scissors1.png,photos/2025/11/03/scissors2.png
27,STA007,Binder Clips - Assorted Sizes,"Pack of 30 binder clips in small, medium, and large sizes. Black finish.",34.00,80,7,True,Limited,ClipMaster,photos/2025/11/03/binderclip.png,photos/2025/11/03/binderclip2.png,photos/2025/11/03/binderclip1.png
28,STA008,Watercolor Paint Set - 24 Colors,24-color watercolor paint set with 3 brushes and a mixing palette. Pigmented colors.,127.99,25,7,True,New,Artful,photos/2025/11/03/watercolorpaint1.png,photos/2025/11/03/watercolourpaint.png,photos/2025/11/03/watercolorpaint3.png
4,SNK004,Greek Yogurt Berry Cups,4-pack of individual Greek yogurt cups with mixed berry compote. High protein.,48.00,25,5,True,Featured,Yogurty's,../static/img/default.jpg,../static/img/default.jpg,../static/img/default.jpg
5,SNK005,Honey Roasted Peanuts,200g resealable bag of honey-roasted peanuts. No artificial flavors.,32.00,50,5,True,Sale,Nutty Guys,photos/2025/11/03/Copilot_20251017_171630.png,photos/2025/11/03/Copilot_20251017_171936.png,photos/2025/11/03/Copilot_20251017_171630_PNjYFmF.png
30,STA010,Glue Stick Pack - 4 Count,"Pack of 4 washable glue sticks (2 large, 2 small). Acid-free, non-toxic.",31.99,65,7,True,Classic,StickEase,photos/2025/11/03/gluestick1.png,photos/2025/11/03/gluestick2.png,photos/2025/11/03/gluestick3.png
31,FSH001,"Freshwater Spinning Rod - 6'6""","6'6"" medium-action spinning rod perfect for freshwater fishing. Lightweight graphite construction.",399.99,15,8,True,New,FishMaster,photos/2025/11/03/freshwaterspinningrod.png,photos/2025/11/03/freshwaterspinningrod1.png,photos/2025/11/03/freshwaterspinningrod2.png
33,FSH003,Fishing Reel - Spinning,"Size 3000 spinning reel with 5.2:1 gear ratio. Smooth drag system, corrosion-resistant.",479.99,10,8,True,New,ReelTech,photos/2025/11/03/fishingreel1.png,photos/2025/11/03/fishingreel2.png,photos/2025/11/03/freshwaterspinningrod2_zKhQzkV.png
34,FSH004,Fishing Line - 10lb Test,"300-yard spool of monofilament fishing line, 10lb test. High strength and low memory.",71.99,45,8,True,Featured,LineMaster,photos/2025/11/03/fishingline1.png,photos/2025/11/03/fishingline2.png,photos/2025/11/03/fishingline.png
35,FSH005,Fishing Tackle Box,"2-tier tackle box with adjustable compartments. Waterproof design, secure latches.",159.99,20,8,True,Classic,TacklePro,photos/2025/11/03/fishingtackleset1.png,photos/2025/11/03/fishingtackleset.png,photos/2025/11/03/fishingtackleset2.png
37,FSH007,Fishing Pliers - Stainless Steel,7-inch stainless steel fishing pliers with split ring opener and line cutter. Rubber grip.,119.99,25,8,True,New,FishTool,photos/2025/11/03/fishingpiers.png,photos/2025/11/03/fishingpiers1.png,photos/2025/11/03/fishingpiers3.png
38,FSH008,Fishing Vest - Mesh,Lightweight mesh fishing vest with multiple pockets. Adjustable straps for comfort.,279.99,12,8,True,Featured,FishWear,photos/2025/11/03/fishingvest.png,photos/2025/11/03/fishingvest1.png,photos/2025/11/03/fishingvest2.png
39,FSH009,Fishing Net - Rubber Coated,"24-inch rubber-coated fishing net to protect fish. Foldable, lightweight handle.",199.99,18,8,True,New,NetPro,photos/2025/11/03/fishingnetrubber.png,photos/2025/11/03/fishingnetrubber3.png,photos/2025/11/03/fishingnetrubber2.png
40,FSH010,Float Set - Bobbers,"12-piece float set with various sizes. Easy to attach, high visibility colors.",52.00,50,8,True,New,FloatMaster,photos/2025/11/03/floatset.png,photos/2025/11/03/floatset1.png,photos/2025/11/03/floatset3.png
43,CYC003,Bike Lock - U-Shaped,"12mm hardened steel U-lock with 1.2m cable. Includes mounting bracket, 2 keys.",263.99,25,9,True,New,LockSecure,photos/2025/11/03/bikelock.png,photos/2025/11/03/bikelock1.png,photos/2025/11/03/bikelock2.png
42,CYC002,Cycling Gloves - padded,"Padded cycling gloves with breathable mesh. Gel palm inserts for comfort, hook-and-loop closure.",180.00,35,9,True,Featured,GripMaster,photos/2025/11/03/cyclinggloves.png,photos/2025/11/03/cyclinggloves1.png,photos/2025/11/03/cyclinggloves2.png
45,CYC005,Cycling Jersey - Short Sleeve,"Moisture-wicking short sleeve cycling jersey. 4 rear pockets, full zipper.",319.99,15,9,True,Sale,CycleWear,photos/2025/11/03/cyclinghersey.png,photos/2025/11/03/cyclingjersey3.png,photos/2025/11/03/cyclingjersey1.png
46,CYC006,Bike Pump - Portable,Mini portable bike pump with Presta and Schrader valve compatibility. 120psi capacity.,116.00,50,9,True,New,PumpMaster,photos/2025/11/03/bikepump1.png,photos/2025/11/03/bikepump2.png,photos/2025/11/03/bikepump3.png
47,CYC007,Bike Repair Kit,"Compact bike repair kit with tire levers, patch kit, multi-tool, and chain breaker.",199.99,20,9,True,New,RepairPro,photos/2025/11/03/bikerepair.png,photos/2025/11/03/bikerepair1.png,photos/2025/11/03/bikerepair3.png
48,CYC008,Cycling Shorts - Padded,"Men's padded cycling shorts with 4-way stretch fabric. Elastic waistband, silicone leg grippers.",287.99,18,9,True,New,CycleFit,photos/2025/11/03/cyclingshortspadded.png,photos/2025/11/03/cyclingshortspadded1.png,photos/2025/11/03/cyclingshortspadded3.png
49,CYC009,Bike Water Bottle Cage,"Lightweight aluminum water bottle cage. Easy installation, fits most standard bottles.",71.99,60,9,True,Featured,BottleHold,photos/2025/11/03/bikewaterbottlecage3.png,photos/2025/11/03/bikewaterbottlecage.png,photos/2025/11/03/bikewaterbottlecage2.png
51,CMP001,Meletrix Zoom65 V3 Keyboard,"65% mechanical keyboard with hot-swappable switches. Aluminum case, customizable RGB lighting.",1599.99,8,10,True,Featured,Meletrix,photos/2025/11/03/meletrixkeyboard.png,photos/2025/11/03/meletrixkeyboard1.png,photos/2025/11/03/meletrixkeyboard2.png
53,CMP003,USB-C Hub - 7-in-1,"7-in-1 USB-C hub with HDMI, 2 USB-A, USB-C PD, SD/TF card readers, and Ethernet.",239.99,45,10,True,Classic,HubMaster,photos/2025/11/03/usbchub.png,photos/2025/11/03/usbchub2.png,photos/2025/11/03/usbchub3.png
52,CMP002,Wireless Mouse - Ergonomic,"Ergonomic wireless mouse with 6 programmable buttons. 16000 DPI, 40-hour battery life.",319.99,30,10,True,New,MousePro,photos/2025/11/03/wirelessmouse.png,photos/2025/11/03/wirelessmourse1.png,photos/2025/11/03/wirelessmourse2.png
54,CMP004,Mechanical Keyboard Switches - 100 Pack,"100-pack of linear mechanical keyboard switches. 45g actuation force, smooth feel.",279.99,20,10,True,Sale,SwitchTech,photos/2025/11/03/mechanicalkeyboardswitch.png,photos/2025/11/03/mechanicalkeyboardswitch2.png,photos/2025/11/03/mechanicalkeyboardswitch3.png
55,CMP005,Monitor Stand - Adjustable,"Height-adjustable monitor stand with cable management. Supports up to 32"" monitors.",367.99,15,10,True,Limited,DeskEase,photos/2025/11/03/monitorstand.png,photos/2025/11/03/monitorstand2.png,photos/2025/11/03/monitorstand3.png
57,CMP007,Keyboard Wrist Rest,Memory foam keyboard wrist rest with non-slip base. Ergonomic design for comfort.,119.99,50,10,True,New,WristEase,photos/2025/11/03/keyboardwristrest1.png,photos/2025/11/03/keyboardwristrest.png,photos/2025/11/03/keyboardwristrest2.png
58,CMP008,External SSD - 1TB,"1TB portable external SSD with USB 3.2. Read speeds up to 1050MB/s, shock-resistant.",1039.99,12,10,True,Classic,DriveFast,photos/2025/11/03/externalssd.png,photos/2025/11/03/externalssd1.png,photos/2025/11/03/externalssd2.png
44,CYC004,Bike Lights Set,"USB-rechargeable bike lights set (front and rear). 5 modes, 100-lumen front light.",159.99,40,9,True,Classic,LightPro,../static/img/default.jpg,../static/img/default.jpg,../static/img/default.jpg
36,FSH006,Fishing Hooks - Assorted Sizes,"100-piece pack of fishing hooks in sizes 6-12. High-carbon steel, sharp points.",47.99,60,8,True,Classic,HookMaster,photos/2025/11/03/default.png,photos/2025/11/03/default_Upuy1mi.png,photos/2025/11/03/default_dBGNgU1.png
16,BEV006,Craft Root Beer,4-pack of 355ml glass bottles of artisanal root beer. Made with natural extracts.,79.99,25,6,True,New,SodaCraft,photos/2025/11/03/craftrootbear.png,photos/2025/11/03/craftrootbear1.png,photos/2025/11/03/craftrootbear3.png
24,STA004,Leather Pencil Case,Genuine leather pencil case with multiple compartments. Secure zipper closure.,159.99,20,7,True,Classic,Craft & Co,photos/2025/11/03/leatherpencilcase.png,photos/2025/11/03/leatherpencilcase1.png,photos/2025/11/03/leatherpencilcase2.png
29,STA009,Planner - 2024-2025,12-month planner with monthly and weekly views. Includes goal-setting pages.,148.00,30,7,True,Classic,OrganizeLife,photos/2025/11/03/planner.png,photos/2025/11/03/planner1.png,photos/2025/11/03/planner3.png
32,FSH002,Fishing Lure Set - 30 Pieces,"30-piece fishing lure set including crankbaits, spoons, and soft plastics. For freshwater and saltwater.",239.99,30,8,True,New,LurePro,photos/2025/11/03/fishinglureset.png,photos/2025/11/03/fishinglureset1.png,photos/2025/11/03/fishinglureset2.png
41,CYC001,Cycling Helmet - Urban,"Lightweight urban cycling helmet with 16 vents. Adjustable fit system, LED rear light.",367.99,20,9,True,New,CycleSafe,photos/2025/11/03/cyclinghelmet.png,photos/2025/11/03/cyclinghelmet1.png,photos/2025/11/03/cyclinghelmet2.png
50,CYC010,Bike Computer - Wireless,"Wireless bike computer tracking speed, distance, time, and calories. Easy to install.",399.99,12,9,True,New,CycleTrack,photos/2025/11/03/bikecomputer.png,photos/2025/11/03/bikecomputer1.png,photos/2025/11/03/bikecomputer2.png
56,CMP006,Noise-Canceling Headphones,Wireless noise-canceling headphones with 30-hour battery life. Built-in microphone.,719.99,10,10,True,Limited,SoundPro,photos/2025/11/03/noisecancellingheadphone.png,photos/2025/11/03/noisecancellingheadphone1.png,photos/2025/11/03/noisecancellingheadphone2.png
59,CMP009,RGB Mouse Pad - Extended,Extended RGB mouse pad (800x300mm) with 14 lighting modes. Non-slip rubber base.,199.99,25,10,True,New,PadGlow,photos/2025/11/03/rgbmousepad.png,photos/2025/11/03/rgbmousepad1.png,photos/2025/11/03/rgbmousepad2.png
60,CMP010,Webcam - 1080p,"1080p full HD webcam with built-in microphone. Auto low-light correction, 110° field of view.",399.99,18,10,True,Limited,CamClear,photos/2025/11/03/webcam.png,photos/2025/11/03/webcam1.png,photos/2025/11/03/webcam2.png
3,SNK003,Chilli Lime Potato Chips,150g bag of kettle-cooked chili lime potato chips with chili-lime seasoning. Gluten-free.,38.00,60,5,True,New,CrunchCraft,photos/2025/11/03/CRISSP2.png,photos/2025/11/03/CRISP1.png,photos/2025/11/03/CRISP5.png
